home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Poland,1,0,Austria,0,564.0,139.0,5.0,4.0,0.0,1.0,-2.0,1
Germany,3,0,Latvia,0,815.0,134.0,109.0,67.0,22.0,20.0,125.0,1
Northern Ireland,1,3,England,0,-664.0,-1.0,-56.0,-26.0,-14.0,-16.0,-41.0,3
Germany,4,2,Bulgaria,0,660.0,80.0,83.0,64.0,7.0,12.0,72.0,1
Switzerland,2,1,France,0,-12.0,106.0,-29.0,-22.0,-2.0,-5.0,-13.0,1
Netherlands,3,0,Denmark,0,-42.0,-69.0,30.0,18.0,5.0,7.0,22.0,1
Romania,4,1,Poland,0,-618.0,-178.0,-13.0,-8.0,-5.0,0.0,-13.0,1
Switzerland,2,0,Norway,0,518.0,192.0,29.0,10.0,14.0,5.0,56.0,1
France,2,0,Sweden,0,436.0,87.0,15.0,15.0,0.0,0.0,4.0,1
Hungary,6,1,Switzerland,0,-502.0,-221.0,-5.0,3.0,-3.0,-5.0,-7.0,1
Belgium,5,1,Sweden,0,383.0,115.0,-3.0,1.0,0.0,-4.0,-1.0,1
England,3,0,Germany,0,102.0,-2.0,-40.0,-38.0,-3.0,1.0,-61.0,1
Republic of Ireland,3,5,Netherlands,0,-498.0,-91.0,-37.0,-25.0,-8.0,-4.0,-38.0,3
France,1,6,Netherlands,0,39.0,28.0,16.0,7.0,8.0,1.0,29.0,3
Spain,4,5,Austria,0,416.0,0.0,34.0,18.0,5.0,11.0,25.0,3
Portugal,2,3,Austria,0,366.0,53.0,1.0,2.0,-3.0,2.0,-12.0,3
England,1,2,Wales,0,291.0,-135.0,64.0,28.0,18.0,18.0,60.0,3
France,0,3,Czechoslovakia,0,629.0,174.0,36.0,23.0,5.0,8.0,32.0,3
Belgium,0,2,Poland,0,-60.0,3.0,14.0,4.0,6.0,4.0,27.0,3
Spain,1,2,Germany,0,-208.0,-67.0,-46.0,-37.0,-4.0,-5.0,-53.0,3
Portugal,1,3,Germany,0,-258.0,-14.0,-79.0,-53.0,-12.0,-14.0,-90.0,3
France,3,0,Belgium,0,53.0,-28.0,18.0,14.0,0.0,4.0,5.0,1
Northern Ireland,3,2,Wales,0,-373.0,-136.0,8.0,2.0,4.0,2.0,19.0,1
Hungary,3,2,Germany,0,-581.0,-68.0,-77.0,-52.0,-8.0,-17.0,-68.0,1
Republic of Ireland,1,0,Switzerland,0,-525.0,-225.0,-24.0,-10.0,-14.0,0.0,-54.0,1
Netherlands,8,0,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
England,1,1,Scotland,0,558.0,29.0,46.0,25.0,7.0,14.0,23.0,2
Switzerland,1,2,Italy,0,438.0,259.0,-46.0,-33.0,0.0,-13.0,-13.0,3
Belgium,1,1,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,2
Switzerland,0,2,Spain,0,129.0,220.0,-26.0,-18.0,-1.0,-7.0,-8.0,3
Austria,2,1,England,0,-726.0,-65.0,-40.0,-17.0,-6.0,-17.0,-17.0,1
Belgium,3,2,England,0,-222.0,77.0,-21.0,-9.0,0.0,-12.0,8.0,1
Switzerland,1,1,Belgium,0,41.0,78.0,-11.0,-8.0,-2.0,-1.0,-8.0,2
Denmark,4,3,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,1
Norway,1,2,Switzerland,0,-518.0,-192.0,-29.0,-10.0,-14.0,-5.0,-56.0,3
Sweden,5,2,Switzerland,0,-424.0,-193.0,14.0,7.0,2.0,5.0,9.0,1
Finland,1,4,Denmark,0,-574.0,-123.0,-20.0,-9.0,-6.0,-5.0,-26.0,3
New Zealand,1,7,Australia,0,-401.0,-62.0,-10.0,-2.0,-7.0,-1.0,-17.0,3
New Zealand,0,10,Australia,0,-401.0,-62.0,-10.0,-2.0,-7.0,-1.0,-17.0,3
New Zealand,1,4,Australia,0,-401.0,-62.0,-10.0,-2.0,-7.0,-1.0,-17.0,3
Argentina,1,0,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Latvia,3,3,Poland,0,-755.0,-206.0,-34.0,-16.0,-13.0,-5.0,-45.0,2
Yugoslavia,9,3,Poland,0,-652.0,-198.0,3.0,0.0,0.0,3.0,1.0,1
Poland,1,1,Germany,0,-60.0,72.0,-75.0,-51.0,-9.0,-15.0,-80.0,2
Norway,3,3,Denmark,0,-533.0,-127.0,-12.0,-7.0,-3.0,-2.0,-18.0,2
Uruguay,2,1,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,1
Czechoslovakia,1,2,Germany,0,-696.0,-127.0,-79.0,-56.0,-8.0,-15.0,-80.0,3
Germany,7,2,Luxembourg,0,716.0,47.0,109.0,67.0,22.0,20.0,125.0,1
Denmark,2,1,Poland,0,-4.0,16.0,-14.0,-7.0,-7.0,0.0,-19.0,1
Scotland,2,0,Germany,0,-456.0,-31.0,-86.0,-63.0,-10.0,-13.0,-84.0,1
Republic of Ireland,5,2,Germany,0,-604.0,-72.0,-96.0,-65.0,-19.0,-12.0,-115.0,1
Wales,2,1,England,0,-291.0,135.0,-64.0,-28.0,-18.0,-18.0,-60.0,1
Italy,4,2,Switzerland,0,-438.0,-259.0,46.0,33.0,0.0,13.0,13.0,1
Netherlands,3,3,Norway,0,491.0,58.0,42.0,25.0,8.0,9.0,40.0,2
Switzerland,1,3,Austria,0,545.0,220.0,8.0,0.0,4.0,4.0,17.0,3
Germany,2,2,Italy,0,517.0,106.0,26.0,22.0,5.0,-1.0,48.0,2
England,3,1,Northern Ireland,0,664.0,1.0,56.0,26.0,14.0,16.0,41.0,1
England,6,2,Hungary,0,683.0,66.0,37.0,14.0,5.0,18.0,7.0,1
Scotland,1,2,Wales,0,-267.0,-164.0,18.0,3.0,11.0,4.0,37.0,3
France,1,0,Yugoslavia,0,645.0,173.0,29.0,18.0,6.0,5.0,31.0,1
Brazil,3,2,Peru,0,618.0,-7.0,91.0,68.0,8.0,15.0,72.0,1
Argentina,2,1,Chile,0,530.0,-16.0,48.0,32.0,8.0,8.0,44.0,1
Paraguay,4,2,Uruguay,0,-476.0,-96.0,-29.0,-17.0,-10.0,-2.0,-36.0,1
Brazil,6,4,Chile,0,508.0,-64.0,76.0,62.0,3.0,11.0,56.0,1
Peru,2,4,Uruguay,0,-571.0,-125.0,-38.0,-19.0,-10.0,-9.0,-41.0,3
Argentina,6,1,Paraguay,0,545.0,12.0,54.0,36.0,13.0,5.0,55.0,1
Chile,3,0,Uruguay,0,-461.0,-68.0,-23.0,-13.0,-5.0,-5.0,-25.0,1
Brazil,5,0,Paraguay,0,523.0,-36.0,82.0,66.0,8.0,8.0,67.0,1
Argentina,1,0,Peru,0,640.0,41.0,63.0,38.0,13.0,12.0,60.0,1
Brazil,3,2,Uruguay,0,47.0,-132.0,53.0,49.0,-2.0,6.0,31.0,1
Argentina,2,3,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,3
France,1,2,Austria,0,557.0,114.0,37.0,22.0,6.0,9.0,30.0,3
Argentina,1,0,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,1
Germany,2,2,Netherlands,0,106.0,-19.0,59.0,40.0,11.0,8.0,77.0,2
Argentina,2,0,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,1
Belgium,3,1,France,0,-53.0,28.0,-18.0,-14.0,0.0,-4.0,-5.0,1
Czechoslovakia,5,3,Switzerland,0,-617.0,-280.0,-7.0,-1.0,-3.0,-3.0,-19.0,1
Netherlands,2,1,Switzerland,0,-27.0,-134.0,13.0,15.0,-6.0,4.0,-16.0,1
Wales,4,1,Northern Ireland,0,373.0,136.0,-8.0,-2.0,-4.0,-2.0,-19.0,1
Germany,4,0,France,0,67.0,-47.0,43.0,33.0,3.0,7.0,48.0,1
Luxembourg,2,3,Germany,0,-716.0,-47.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
Belgium,2,1,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,1
Switzerland,1,5,Hungary,0,502.0,221.0,5.0,-3.0,3.0,5.0,7.0,3
Scotland,3,1,England,0,-558.0,-29.0,-46.0,-25.0,-7.0,-14.0,-23.0,1
Belgium,1,2,Switzerland,0,-41.0,-78.0,11.0,8.0,2.0,1.0,8.0,3
Germany,1,0,Belgium,0,120.0,-75.0,61.0,47.0,3.0,11.0,53.0,1
Netherlands,1,0,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
Switzerland,0,1,Germany,0,-79.0,153.0,-72.0,-55.0,-5.0,-12.0,-61.0,3
Norway,0,6,England,0,-699.0,-37.0,-61.0,-27.0,-16.0,-18.0,-56.0,3
Germany,8,0,Denmark,0,64.0,-88.0,89.0,58.0,16.0,15.0,99.0,1
Sweden,0,4,England,0,-605.0,-38.0,-18.0,-10.0,0.0,-8.0,9.0,3
Switzerland,0,1,Republic of Ireland,0,525.0,225.0,24.0,10.0,14.0,0.0,54.0,3
Finland,0,8,England,0,-740.0,-33.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
France,0,2,Republic of Ireland,0,537.0,119.0,53.0,32.0,16.0,5.0,67.0,3
Yugoslavia,1,1,Belgium,0,-592.0,-201.0,-11.0,-4.0,-6.0,-1.0,-26.0,2
Romania,2,1,Belgium,0,-558.0,-181.0,-27.0,-12.0,-11.0,-4.0,-40.0,1
Denmark,5,1,Norway,0,533.0,127.0,12.0,7.0,3.0,2.0,18.0,1
Poland,3,1,Sweden,0,443.0,112.0,-17.0,-3.0,-6.0,-8.0,-28.0,1
Latvia,1,3,Germany,0,-815.0,-134.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
Finland,0,2,Germany,0,-638.0,-35.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
Poland,2,4,Romania,0,618.0,178.0,13.0,8.0,5.0,0.0,13.0,3
Germany,4,1,Estonia,0,793.0,120.0,109.0,67.0,22.0,20.0,125.0,1
Denmark,1,11,Basque Country,0,791.0,266.0,20.0,9.0,6.0,5.0,26.0,3
Bulgaria,3,3,Poland,0,-600.0,-152.0,-8.0,-13.0,2.0,3.0,8.0,2
Mexico,7,2,United States,0,173.0,-19.0,24.0,8.0,8.0,8.0,36.0,1
Poland,3,1,Denmark,0,4.0,-16.0,14.0,7.0,7.0,0.0,19.0,1
Austria,4,3,Switzerland,0,-545.0,-220.0,-8.0,0.0,-4.0,-4.0,-17.0,1
Mexico,7,3,United States,0,173.0,-19.0,24.0,8.0,8.0,8.0,36.0,1
Sweden,1,2,Denmark,0,-439.0,-128.0,31.0,10.0,13.0,8.0,47.0,3
France,2,1,Switzerland,0,12.0,-106.0,29.0,22.0,2.0,5.0,13.0,1
Poland,4,0,Yugoslavia,0,652.0,198.0,-3.0,0.0,0.0,-3.0,-1.0,1
Poland,2,1,Latvia,0,755.0,206.0,34.0,16.0,13.0,5.0,45.0,1
Uruguay,0,3,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,3
Denmark,2,1,Finland,0,574.0,123.0,20.0,9.0,6.0,5.0,26.0,1
Northern Ireland,1,5,England,0,-664.0,-1.0,-56.0,-26.0,-14.0,-16.0,-41.0,3
Germany,3,0,Norway,0,597.0,39.0,101.0,65.0,19.0,17.0,117.0,1
Wales,2,1,Scotland,0,267.0,164.0,-18.0,-3.0,-11.0,-4.0,-37.0,1
Netherlands,2,3,France,0,-39.0,-28.0,-16.0,-7.0,-8.0,-1.0,-29.0,3
Switzerland,2,2,Italy,0,438.0,259.0,-46.0,-33.0,0.0,-13.0,-13.0,2
Argentina,5,1,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Hungary,2,0,Switzerland,0,-502.0,-221.0,-5.0,3.0,-3.0,-5.0,-7.0,1
England,2,1,Wales,0,291.0,-135.0,64.0,28.0,18.0,18.0,60.0,1
Germany,5,0,Sweden,0,503.0,40.0,58.0,48.0,3.0,7.0,52.0,1
Netherlands,4,0,Luxembourg,0,610.0,66.0,50.0,27.0,11.0,12.0,48.0,1
Spain,1,2,Portugal,0,50.0,-53.0,33.0,16.0,8.0,9.0,37.0,3
Mexico,1,4,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,3
England,5,4,Czechoslovakia,0,798.0,125.0,39.0,18.0,5.0,16.0,19.0,1
France,0,0,Italy,0,450.0,153.0,-17.0,-11.0,2.0,-8.0,0.0,2
Mexico,1,2,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,3
Mexico,0,4,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,3
Portugal,4,0,Hungary,0,323.0,54.0,-2.0,-1.0,-4.0,3.0,-22.0,1
Mexico,3,1,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,1
France,5,3,Belgium,0,53.0,-28.0,18.0,14.0,0.0,4.0,5.0,1
Portugal,1,0,Spain,0,-50.0,53.0,-33.0,-16.0,-8.0,-9.0,-37.0,1
Germany,1,1,Switzerland,0,79.0,-153.0,72.0,55.0,5.0,12.0,61.0,2
Netherlands,7,2,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
Luxembourg,2,3,Belgium,0,-596.0,-122.0,-48.0,-20.0,-19.0,-9.0,-72.0,3
Switzerland,3,3,Poland,0,-19.0,81.0,3.0,-4.0,4.0,3.0,19.0,2
Northern Ireland,1,0,Wales,0,-373.0,-136.0,8.0,2.0,4.0,2.0,19.0,1
Germany,2,1,Luxembourg,0,716.0,47.0,109.0,67.0,22.0,20.0,125.0,1
Germany,1,1,Hungary,0,581.0,68.0,77.0,52.0,8.0,17.0,68.0,2
France,6,1,Bulgaria,0,593.0,127.0,40.0,31.0,4.0,5.0,24.0,1
Belgium,1,1,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,2
Switzerland,4,0,Czechoslovakia,0,617.0,280.0,7.0,1.0,3.0,3.0,19.0,1
Yugoslavia,1,0,Poland,0,-652.0,-198.0,3.0,0.0,0.0,3.0,1.0,1
England,0,1,Scotland,0,558.0,29.0,46.0,25.0,7.0,14.0,23.0,3
Germany,1,1,Portugal,0,258.0,14.0,79.0,53.0,12.0,14.0,90.0,2
Switzerland,2,1,Portugal,0,179.0,167.0,7.0,-2.0,7.0,2.0,29.0,1
Switzerland,0,3,Belgium,0,41.0,78.0,-11.0,-8.0,-2.0,-1.0,-8.0,3
Germany,3,6,England,0,-102.0,2.0,40.0,38.0,3.0,-1.0,61.0,3
Italy,6,1,Belgium,0,-397.0,-181.0,35.0,25.0,-2.0,12.0,5.0,1
Netherlands,1,3,Scotland,0,350.0,50.0,27.0,23.0,-1.0,5.0,7.0,3
Switzerland,2,1,England,0,-181.0,155.0,-32.0,-17.0,-2.0,-13.0,0.0,1
Poland,6,0,Republic of Ireland,0,544.0,144.0,21.0,14.0,10.0,-3.0,35.0,1
France,2,4,England,0,-169.0,49.0,-3.0,5.0,0.0,-8.0,13.0,3
Belgium,2,2,Yugoslavia,0,592.0,201.0,11.0,4.0,6.0,1.0,26.0,2
Argentina,1,0,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Denmark,0,1,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,3
Netherlands,9,2,Indonesia,0,664.0,125.0,49.0,27.0,10.0,12.0,42.0,1
Bolivia,1,1,Ecuador,0,-346.0,-120.0,-4.0,-4.0,0.0,0.0,9.0,2
Colombia,1,2,Ecuador,0,-266.0,-136.0,12.0,5.0,5.0,2.0,19.0,3
Ecuador,1,9,Peru,0,247.0,89.0,-8.0,-1.0,-5.0,-2.0,-22.0,3
Ecuador,5,2,Venezuela,0,375.0,134.0,10.0,4.0,5.0,1.0,11.0,1
Bolivia,2,1,Ecuador,0,-346.0,-120.0,-4.0,-4.0,0.0,0.0,9.0,1
Finland,2,1,Denmark,0,-574.0,-123.0,-20.0,-9.0,-6.0,-5.0,-26.0,1
Australia,5,3,India,0,465.0,104.0,16.0,2.0,10.0,4.0,31.0,1
Australia,4,4,India,0,465.0,104.0,16.0,2.0,10.0,4.0,31.0,2
Australia,1,4,India,0,465.0,104.0,16.0,2.0,10.0,4.0,31.0,3
Germany,4,1,Poland,0,60.0,-72.0,75.0,51.0,9.0,15.0,80.0,1
Republic of Ireland,4,0,Switzerland,0,-525.0,-225.0,-24.0,-10.0,-14.0,0.0,-54.0,1
Norway,1,1,Denmark,0,-533.0,-127.0,-12.0,-7.0,-3.0,-2.0,-18.0,2
Australia,5,4,India,0,465.0,104.0,16.0,2.0,10.0,4.0,31.0,1
Latvia,2,1,Poland,0,-755.0,-206.0,-34.0,-16.0,-13.0,-5.0,-45.0,1
Poland,4,4,Yugoslavia,0,652.0,198.0,-3.0,0.0,0.0,-3.0,-1.0,2
Romania,1,4,Germany,0,-678.0,-106.0,-88.0,-59.0,-14.0,-15.0,-93.0,3
Australia,3,1,India,0,465.0,104.0,16.0,2.0,10.0,4.0,31.0,1
Uruguay,2,3,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,3
Mexico,8,4,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,1
Wales,4,2,England,0,-291.0,135.0,-64.0,-28.0,-18.0,-18.0,-60.0,1
Denmark,2,2,Netherlands,0,42.0,69.0,-30.0,-18.0,-5.0,-7.0,-22.0,2
Poland,2,2,Norway,0,537.0,111.0,26.0,14.0,10.0,2.0,37.0,2
Mexico,2,6,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,3
Mexico,1,3,Basque Country,0,846.0,210.0,57.0,16.0,27.0,14.0,98.0,3
Switzerland,1,0,Portugal,0,179.0,167.0,7.0,-2.0,7.0,2.0,29.0,1
England,4,0,Norway,0,699.0,37.0,61.0,27.0,16.0,18.0,56.0,1
Scotland,3,2,Wales,0,-267.0,-164.0,18.0,3.0,11.0,4.0,37.0,1
Republic of Ireland,3,2,Poland,0,-544.0,-144.0,-21.0,-14.0,-10.0,3.0,-35.0,1
England,7,0,Northern Ireland,0,664.0,1.0,56.0,26.0,14.0,16.0,41.0,1
Italy,2,0,Switzerland,0,-438.0,-259.0,46.0,33.0,0.0,13.0,13.0,1
Italy,1,0,France,0,-450.0,-153.0,17.0,11.0,-2.0,8.0,0.0,1
Brazil,1,5,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,3
Peru,5,2,Ecuador,0,-247.0,-89.0,8.0,1.0,5.0,2.0,22.0,1
Brazil,3,2,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,1
Ecuador,0,6,Uruguay,0,-324.0,-36.0,-46.0,-20.0,-15.0,-11.0,-63.0,3
France,4,0,Poland,0,-7.0,-25.0,32.0,18.0,6.0,8.0,32.0,1
Belgium,1,4,Germany,0,-120.0,75.0,-61.0,-47.0,-3.0,-11.0,-53.0,3
Chile,2,3,Uruguay,0,-461.0,-68.0,-23.0,-13.0,-5.0,-5.0,-25.0,3
Chile,4,1,Ecuador,0,-137.0,-32.0,23.0,7.0,10.0,6.0,38.0,1
Paraguay,1,3,Uruguay,0,-476.0,-96.0,-29.0,-17.0,-10.0,-2.0,-36.0,3
Ecuador,1,3,Paraguay,0,152.0,60.0,-17.0,-3.0,-5.0,-9.0,-27.0,3
Peru,2,1,Uruguay,0,-571.0,-125.0,-38.0,-19.0,-10.0,-9.0,-41.0,1
Portugal,2,4,Switzerland,0,-179.0,-167.0,-7.0,2.0,-7.0,-2.0,-29.0,3
Germany,3,2,Yugoslavia,0,712.0,126.0,72.0,51.0,9.0,12.0,79.0,1
Netherlands,3,2,Hungary,0,475.0,87.0,18.0,12.0,-3.0,9.0,-9.0,1
Wales,3,1,Northern Ireland,0,373.0,136.0,-8.0,-2.0,-4.0,-2.0,-19.0,1
France,2,2,Hungary,0,514.0,115.0,34.0,19.0,5.0,10.0,20.0,2
Belgium,5,4,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,1
Italy,3,2,Germany,0,-517.0,-106.0,-26.0,-22.0,-5.0,1.0,-48.0,1
Luxembourg,2,1,Germany,0,-716.0,-47.0,-109.0,-67.0,-22.0,-20.0,-125.0,1
Switzerland,3,1,Hungary,0,502.0,221.0,5.0,-3.0,3.0,5.0,7.0,1
Scotland,1,2,England,0,-558.0,-29.0,-46.0,-25.0,-7.0,-14.0,-23.0,3
Netherlands,3,2,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
Switzerland,2,1,Netherlands,0,27.0,134.0,-13.0,-15.0,6.0,-4.0,16.0,1
Italy,2,2,England,0,-619.0,-104.0,14.0,16.0,-2.0,0.0,13.0,2
Belgium,1,2,Switzerland,0,-41.0,-78.0,11.0,8.0,2.0,1.0,8.0,3
Belgium,1,3,France,0,-53.0,28.0,-18.0,-14.0,0.0,-4.0,-5.0,3
Yugoslavia,2,1,England,0,-814.0,-124.0,-32.0,-13.0,-6.0,-13.0,-18.0,1
France,2,1,Wales,0,122.0,-86.0,61.0,33.0,18.0,10.0,73.0,1
Germany,1,1,Republic of Ireland,0,604.0,72.0,96.0,65.0,19.0,12.0,115.0,2
Romania,0,2,England,0,-780.0,-104.0,-48.0,-21.0,-11.0,-16.0,-32.0,3
Poland,3,3,Belgium,0,60.0,-3.0,-14.0,-4.0,-6.0,-4.0,-27.0,2
Poland,1,1,Switzerland,0,19.0,-81.0,-3.0,4.0,-4.0,-3.0,-19.0,2
Denmark,5,0,Finland,0,574.0,123.0,20.0,9.0,6.0,5.0,26.0,1
Denmark,6,3,Norway,0,533.0,127.0,12.0,7.0,3.0,2.0,18.0,1
Norway,0,4,Germany,0,-597.0,-39.0,-101.0,-65.0,-19.0,-17.0,-117.0,3
Denmark,0,2,Germany,0,-64.0,88.0,-89.0,-58.0,-16.0,-15.0,-99.0,3
Estonia,0,2,Germany,0,-793.0,-120.0,-109.0,-67.0,-22.0,-20.0,-125.0,3
Paraguay,0,1,Argentina,0,-545.0,-12.0,-54.0,-36.0,-13.0,-5.0,-55.0,3
Paraguay,2,2,Argentina,0,-545.0,-12.0,-54.0,-36.0,-13.0,-5.0,-55.0,2
Poland,4,2,Hungary,0,521.0,140.0,2.0,1.0,-1.0,2.0,-12.0,1
Slovakia,2,0,Germany,0,-783.0,-131.0,-105.0,-66.0,-20.0,-19.0,-118.0,1
China PR,0,3,Japan,0,-469.0,-94.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
Manchukuo,0,6,Japan,0,-656.0,-188.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
Denmark,8,1,Finland,0,574.0,123.0,20.0,9.0,6.0,5.0,26.0,1
Hungary,5,1,Germany,0,-581.0,-68.0,-77.0,-52.0,-8.0,-17.0,-68.0,1
Sweden,4,1,Denmark,0,-439.0,-128.0,31.0,10.0,13.0,8.0,47.0,1
Yugoslavia,1,5,Germany,0,-712.0,-126.0,-72.0,-51.0,-9.0,-12.0,-79.0,3
Bulgaria,1,2,Germany,0,-660.0,-80.0,-83.0,-64.0,-7.0,-12.0,-72.0,3
Denmark,4,1,Norway,0,533.0,127.0,12.0,7.0,3.0,2.0,18.0,1
Germany,4,4,Czechoslovakia,0,696.0,127.0,79.0,56.0,8.0,15.0,80.0,2
Switzerland,3,1,Italy,0,438.0,259.0,-46.0,-33.0,0.0,-13.0,-13.0,1
Germany,5,2,Italy,0,517.0,106.0,26.0,22.0,5.0,-1.0,48.0,1
Germany,3,1,Slovakia,0,783.0,131.0,105.0,66.0,20.0,19.0,118.0,1
France,3,2,Portugal,0,191.0,61.0,36.0,20.0,9.0,7.0,42.0,1
Argentina,3,1,Paraguay,0,545.0,12.0,54.0,36.0,13.0,5.0,55.0,1
Brazil,2,2,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,2
Argentina,4,0,Paraguay,0,545.0,12.0,54.0,36.0,13.0,5.0,55.0,1
Brazil,0,3,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,3
Argentina,4,1,Chile,0,530.0,-16.0,48.0,32.0,8.0,8.0,44.0,1
Italy,1,1,Switzerland,0,-438.0,-259.0,46.0,33.0,0.0,13.0,13.0,2
Argentina,6,1,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,1
Argentina,3,2,Chile,0,530.0,-16.0,48.0,32.0,8.0,8.0,44.0,1
Argentina,2,3,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,3
Uruguay,3,2,Chile,0,461.0,68.0,23.0,13.0,5.0,5.0,25.0,1
Argentina,5,1,Brazil,0,22.0,48.0,-28.0,-30.0,5.0,-3.0,-12.0,1
Belgium,7,1,Netherlands,0,-14.0,56.0,-2.0,-7.0,8.0,-3.0,24.0,1
Brazil,3,4,Uruguay,0,47.0,-132.0,53.0,49.0,-2.0,6.0,31.0,3
Brazil,1,1,Uruguay,0,47.0,-132.0,53.0,49.0,-2.0,6.0,31.0,2
Hungary,3,0,Switzerland,0,-502.0,-221.0,-5.0,3.0,-3.0,-5.0,-7.0,1
Netherlands,4,5,Luxembourg,0,610.0,66.0,50.0,27.0,11.0,12.0,48.0,3
Croatia,4,0,Switzerland,0,-466.0,-270.0,-14.0,-1.0,-9.0,-4.0,-38.0,1
Germany,2,2,Hungary,0,581.0,68.0,77.0,52.0,8.0,17.0,68.0,2
Germany,1,2,Yugoslavia,0,712.0,126.0,72.0,51.0,9.0,12.0,79.0,3
Netherlands,4,2,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
Switzerland,0,1,Croatia,0,466.0,270.0,14.0,1.0,9.0,4.0,38.0,3
Hungary,1,0,Croatia,0,-36.0,49.0,9.0,4.0,6.0,-1.0,31.0,1
Italy,3,2,Germany,0,-517.0,-106.0,-26.0,-22.0,-5.0,1.0,-48.0,1
Japan,7,0,Manchukuo,0,656.0,188.0,21.0,5.0,11.0,5.0,29.0,1
Japan,6,0,China PR,0,469.0,94.0,21.0,5.0,11.0,5.0,29.0,1
Japan,1,0,Philippines,0,643.0,177.0,21.0,5.0,11.0,5.0,29.0,1
Germany,9,3,Romania,0,678.0,106.0,88.0,59.0,14.0,15.0,93.0,1
Uruguay,3,0,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,1
Argentina,5,0,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Germany,13,0,Finland,0,638.0,35.0,109.0,67.0,22.0,20.0,125.0,1
Slovakia,0,1,Germany,0,-783.0,-131.0,-105.0,-66.0,-20.0,-19.0,-118.0,3
Hungary,2,2,Germany,0,-581.0,-68.0,-77.0,-52.0,-8.0,-17.0,-68.0,2
Sweden,1,1,Denmark,0,-439.0,-128.0,31.0,10.0,13.0,8.0,47.0,2
Denmark,3,3,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,2
Germany,7,3,Bulgaria,0,660.0,80.0,83.0,64.0,7.0,12.0,72.0,1
Yugoslavia,2,0,Germany,0,-712.0,-126.0,-72.0,-51.0,-9.0,-12.0,-79.0,1
Germany,1,0,Denmark,0,64.0,-88.0,89.0,58.0,16.0,15.0,99.0,1
Croatia,1,1,Hungary,0,36.0,-49.0,-9.0,-4.0,-6.0,1.0,-31.0,2
Chile,1,2,Argentina,0,-530.0,16.0,-48.0,-32.0,-8.0,-8.0,-44.0,3
Chile,2,5,Argentina,0,-530.0,16.0,-48.0,-32.0,-8.0,-8.0,-44.0,3
